ID,Agency,Agency Type,Distribution Channel,Product Name,Duration,Destination,Net Sales,Commision (in value),Age,Claim
4093,EPX,Travel Agency,Online,2 way Comprehensive Plan,7,HONG KONG,69.0,0.0,34,0
8405,EPX,Travel Agency,Online,2 way Comprehensive Plan,24,INDONESIA,82.0,0.0,36,0
4749,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,163,GREECE,19.8,11.88,29,0
9451,EPX,Travel Agency,Online,2 way Comprehensive Plan,47,BRAZIL,112.0,0.0,36,0
9162,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,55,AUSTRALIA,59.4,35.64,31,0
7025,C2B,Airlines,Online,Annual Silver Plan,367,SINGAPORE,187.85,46.96,37,1
3815,C2B,Airlines,Online,Bronze Plan,41,SINGAPORE,60.0,15.0,22,0
2428,LWC,Travel Agency,Online,Annual Travel Protect Silver,463,UNITED STATES,229.8,149.37,56,0
9773,C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,11.5,2.88,29,0
2867,JZI,Airlines,Online,Basic Plan,35,MYANMAR,22.0,7.7,28,0
5419,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,252.85,63.21,44,1
9003,LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,122,CHINA,50.5,32.83,80,0
3638,EPX,Travel Agency,Online,Cancellation Plan,19,HONG KONG,12.0,0.0,29,0
9297,C2B,Airlines,Online,Silver Plan,14,SINGAPORE,22.5,5.63,57,0
5157,CCR,Travel Agency,Offline,Comprehensive Plan,19,THAILAND,29.0,9.57,85,0
8295,CCR,Travel Agency,Offline,Comprehensive Plan,99,THAILAND,29.0,9.57,34,0
9885,EPX,Travel Agency,Online,2 way Comprehensive Plan,159,INDONESIA,20.0,0.0,42,0
5218,C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,26.770610314016448,6.694946475363947,26,1
5137,EPX,Travel Agency,Online,Cancellation Plan,25,CANADA,73.0,0.0,25,1
8515,C2B,Airlines,Online,Bronze Plan,55,SINGAPORE,53.5,13.38,67,1
9515,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,80,AUSTRALIA,-69.3,41.58,52,0
3233,EPX,Travel Agency,Online,Cancellation Plan,16,SINGAPORE,80.0,0.0,36,0
3616,EPX,Travel Agency,Online,2 way Comprehensive Plan,106,AUSTRALIA,27.0,0.0,36,0
9567,LWC,Travel Agency,Online,Annual Travel Protect Gold,367,UNITED STATES,323.4,210.21,41,1
3943,EPX,Travel Agency,Online,1 way Comprehensive Plan,11,SINGAPORE,21.0,0.0,36,0
4680,C2B,Airlines,Online,Annual Gold Plan,385,SINGAPORE,389.35,97.34,55,0
9302,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,31,AUSTRALIA,69.3,41.58,32,1
2031,EPX,Travel Agency,Online,2 way Comprehensive Plan,7,CHINA,36.991273972875106,0.0,33,1
3785,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,187.85,46.96,47,0
2973,EPX,Travel Agency,Online,Cancellation Plan,201,"KOREA, REPUBLIC OF",47.0,0.0,36,0
6385,EPX,Travel Agency,Online,2 way Comprehensive Plan,62,AUSTRALIA,57.0,0.0,36,1
7508,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,27,AUSTRIA,79.2,47.52,35,0
6508,EPX,Travel Agency,Online,Cancellation Plan,52,MYANMAR,0.0,0.0,36,0
8306,EPX,Travel Agency,Online,2 way Comprehensive Plan,12,THAILAND,20.0,0.0,43,0
6788,C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,15.197684338334154,3.801995821243061,43,1
5830,RAB,Airlines,Online,Value Plan,5,MALAYSIA,15.0,6.0,38,0
6913,EPX,Travel Agency,Online,2 way Comprehensive Plan,33,PHILIPPINES,26.0,0.0,36,0
5268,C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,13.5,3.38,28,0
8947,EPX,Travel Agency,Online,Cancellation Plan,14,SINGAPORE,35.0,0.0,36,0
2826,C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,216.0,54.0,39,0
3480,EPX,Travel Agency,Online,2 way Comprehensive Plan,74,UNITED ARAB EMIRATES,45.0,0.0,36,0
9159,EPX,Travel Agency,Online,2 way Comprehensive Plan,5,MALAYSIA,40.0,0.0,36,0
4127,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,90,FRANCE,89.1,53.46,43,0
4660,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,6,MALAYSIA,39.6,23.76,54,0
9564,EPX,Travel Agency,Online,2 way Comprehensive Plan,55,JAPAN,23.0,0.0,36,0
8608,EPX,Travel Agency,Online,Cancellation Plan,3,INDONESIA,10.0,0.0,27,0
9804,EPX,Travel Agency,Online,2 way Comprehensive Plan,268,INDONESIA,20.0,0.0,36,0
9782,C2B,Airlines,Online,Annual Silver Plan,376,SINGAPORE,216.0,54.0,34,1
4286,EPX,Travel Agency,Online,2 way Comprehensive Plan,237,INDONESIA,27.0,0.0,36,0
3161,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,7,MALAYSIA,49.5,29.7,38,0
3085,LWC,Travel Agency,Online,Annual Travel Protect Gold,418,UNITED STATES,256.2,166.53,38,0
7340,EPX,Travel Agency,Online,2 way Comprehensive Plan,41,VIET NAM,20.0,0.0,56,0
6902,EPX,Travel Agency,Online,Cancellation Plan,49,INDIA,34.0,0.0,36,0
2675,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,122,GUAM,-9.9,5.94,48,0
4918,C2B,Airlines,Online,Bronze Plan,56,SINGAPORE,0.0,11.13,38,0
7869,EPX,Travel Agency,Online,2 way Comprehensive Plan,33,GERMANY,83.89379057188185,0.0,36,1
7851,C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,20.0,5.0,17,0
6833,EPX,Travel Agency,Online,2 way Comprehensive Plan,6,SINGAPORE,40.0,0.0,36,0
6859,JZI,Airlines,Online,Basic Plan,19,MALAYSIA,18.0,6.3,51,0
9058,JZI,Airlines,Online,Basic Plan,8,CHINA,26.0,9.1,26,0
4008,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,74,ICELAND,-138.6,83.16,29,0
9539,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,252.85,63.21,56,1
5481,JZI,Airlines,Online,Basic Plan,94,INDONESIA,33.0,11.55,48,0
7637,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,13,AUSTRALIA,69.3,41.58,50,0
2745,EPX,Travel Agency,Online,1 way Comprehensive Plan,4,MALAYSIA,20.0,0.0,36,0
8862,JZI,Airlines,Online,Basic Plan,15,CHINA,22.0,7.7,38,0
4392,EPX,Travel Agency,Online,2 way Comprehensive Plan,49,CAMBODIA,20.0,0.0,36,0
3900,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,7,UNITED KINGDOM,39.6,23.76,44,0
4847,EPX,Travel Agency,Online,2 way Comprehensive Plan,14,THAILAND,26.0,0.0,36,0
7747,EPX,Travel Agency,Online,Cancellation Plan,5,JAPAN,19.0,0.0,35,0
5316,CCR,Travel Agency,Offline,Comprehensive Plan,76,THAILAND,29.0,9.57,59,0
7586,EPX,Travel Agency,Online,Cancellation Plan,32,UNITED STATES,72.0,0.0,40,0
3510,EPX,Travel Agency,Online,2 way Comprehensive Plan,19,UNITED STATES,104.0,0.0,52,0
7307,EPX,Travel Agency,Online,2 way Comprehensive Plan,16,CHINA,46.0,0.0,36,0
8579,EPX,Travel Agency,Online,2 way Comprehensive Plan,38,INDONESIA,20.0,0.0,36,1
7954,C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,15.388020244207775,3.849307889274504,43,1
2148,EPX,Travel Agency,Online,2 way Comprehensive Plan,11,THAILAND,20.0,0.0,36,0
5938,JZI,Airlines,Online,Basic Plan,12,INDIA,22.0,7.7,23,0
3932,JZI,Airlines,Online,Basic Plan,3,CHINA,22.0,7.7,30,0
9566,EPX,Travel Agency,Online,2 way Comprehensive Plan,12,RUSSIAN FEDERATION,0.0,0.0,36,0
2051,EPX,Travel Agency,Online,1 way Comprehensive Plan,25,"KOREA, REPUBLIC OF",24.0,0.0,36,0
4833,EPX,Travel Agency,Online,2 way Comprehensive Plan,6,MALAYSIA,20.0,0.0,36,0
2478,C2B,Airlines,Online,Silver Plan,83,SINGAPORE,29.5,7.38,20,0
4967,EPX,Travel Agency,Online,2 way Comprehensive Plan,7,THAILAND,23.0,0.0,36,0
9514,C2B,Airlines,Online,Bronze Plan,261,SINGAPORE,60.0,15.0,59,0
4390,C2B,Airlines,Online,Bronze Plan,32,SINGAPORE,76.44595198709756,19.11148799677439,69,1
4575,JZI,Airlines,Online,Basic Plan,8,HONG KONG,22.0,7.7,49,0
2967,EPX,Travel Agency,Online,1 way Comprehensive Plan,8,INDONESIA,20.0,0.0,36,0
4539,C2B,Airlines,Online,Silver Plan,38,SINGAPORE,72.0,18.0,31,0
2040,EPX,Travel Agency,Online,2 way Comprehensive Plan,13,INDONESIA,22.0,0.0,36,0
6049,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,9,AUSTRALIA,49.5,29.7,31,0
8970,EPX,Travel Agency,Online,2 way Comprehensive Plan,75,SINGAPORE,112.0,0.0,36,0
4305,EPX,Travel Agency,Online,1 way Comprehensive Plan,3,SINGAPORE,20.0,0.0,38,0
9654,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,8,JAPAN,29.7,17.82,44,0
5531,C2B,Airlines,Online,Gold Plan,2,SINGAPORE,32.25,8.06,27,0
6895,JWT,Airlines,Online,Value Plan,64,INDIA,62.0,24.8,118,0
6398,C2B,Airlines,Online,Silver Plan,16,SINGAPORE,73.04601513344294,18.261503783360734,29,1
4369,EPX,Travel Agency,Online,Cancellation Plan,9,CHINA,35.0,0.0,36,0
9544,EPX,Travel Agency,Online,Cancellation Plan,33,AUSTRALIA,29.0,0.0,36,0
5780,LWC,Travel Agency,Online,Annual Travel Protect Silver,372,UNITED STATES,0.0,149.37,44,0
2016,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,79,GREECE,19.8,11.88,34,0
5162,TST,Travel Agency,Offline,Travel Cruise Protect,29,THAILAND,30.0,10.5,43,0
9004,EPX,Travel Agency,Online,1 way Comprehensive Plan,12,INDIA,20.0,0.0,36,0
2729,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,26,NETHERLANDS,99.0,59.4,59,0
2490,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,7,AUSTRALIA,39.6,23.76,52,0
7817,C2B,Airlines,Online,Annual Silver Plan,383,SINGAPORE,216.0,54.0,31,0
8704,JZI,Airlines,Online,Basic Plan,4,MYANMAR,22.0,7.7,58,0
2587,EPX,Travel Agency,Online,Cancellation Plan,18,INDIA,80.0,0.0,67,0
6936,EPX,Travel Agency,Online,1 way Comprehensive Plan,64,PERU,56.0,0.0,26,0
8951,C2B,Airlines,Online,Silver Plan,34,SINGAPORE,63.5,15.88,27,0
5962,EPX,Travel Agency,Online,2 way Comprehensive Plan,10,HONG KONG,84.0,0.0,36,0
9405,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,12,"KOREA, REPUBLIC OF",99.0,59.4,55,0
6787,EPX,Travel Agency,Online,2 way Comprehensive Plan,30,MALAYSIA,20.0,0.0,36,0
2041,C2B,Airlines,Online,Bronze Plan,3,SINGAPORE,14.590072245932916,3.6518451773808014,35,1
4056,KML,Travel Agency,Online,Value Plan,70,INDONESIA,22.0,8.36,48,0
7618,C2B,Airlines,Online,Silver Plan,8,SINGAPORE,36.3449161627665,9.088412653482404,31,1
2454,EPX,Travel Agency,Online,Cancellation Plan,30,HONG KONG,10.0,0.0,36,0
4709,KML,Travel Agency,Online,Value Plan,10,INDONESIA,28.0,10.64,48,0
5120,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,40,MALAYSIA,19.8,11.88,36,0
3005,EPX,Travel Agency,Offline,2 way Comprehensive Plan,45,MALAYSIA,20.0,0.0,23,0
6327,EPX,Travel Agency,Online,Cancellation Plan,13,INDIA,34.0,0.0,36,0
8616,EPX,Travel Agency,Online,2 way Comprehensive Plan,30,INDIA,27.0,0.0,36,0
8665,C2B,Airlines,Online,Bronze Plan,27,SINGAPORE,82.22171543600973,20.559791186618725,31,1
8069,EPX,Travel Agency,Online,Cancellation Plan,3,SINGAPORE,10.0,0.0,36,0
8207,EPX,Travel Agency,Online,2 way Comprehensive Plan,80,UNITED STATES,112.0,0.0,41,0
8918,EPX,Travel Agency,Online,2 way Comprehensive Plan,30,INDONESIA,30.633510890587818,0.0,36,1
8643,EPX,Travel Agency,Online,1 way Comprehensive Plan,10,THAILAND,20.0,0.0,36,0
9015,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,6,MALAYSIA,19.8,11.88,47,0
2450,EPX,Travel Agency,Online,Cancellation Plan,7,VIET NAM,10.0,0.0,36,0
6968,EPX,Travel Agency,Online,2 way Comprehensive Plan,82,AUSTRALIA,53.0,0.0,36,0
4415,C2B,Airlines,Online,Silver Plan,14,SINGAPORE,54.5,13.63,33,0
5076,C2B,Airlines,Online,Annual Silver Plan,369,SINGAPORE,161.0,40.25,40,0
2565,EPX,Travel Agency,Online,Cancellation Plan,48,CANADA,80.0,0.0,21,0
3150,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,9,AUSTRALIA,39.6,23.76,54,0
3331,JZI,Airlines,Online,Basic Plan,16,THAILAND,22.0,7.7,47,0
5749,EPX,Travel Agency,Offline,1 way Comprehensive Plan,16,MALAYSIA,29.0,9.57,74,1
5873,EPX,Travel Agency,Online,2 way Comprehensive Plan,18,THAILAND,35.0,0.0,35,0
7348,JZI,Airlines,Online,Value Plan,7,AUSTRALIA,36.0,12.6,49,0
5431,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,30,MALAYSIA,0.0,5.94,27,0
6537,EPX,Travel Agency,Online,Cancellation Plan,5,MALAYSIA,11.0,0.0,36,0
7067,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,49,AUSTRALIA,39.6,23.76,31,0
6821,C2B,Airlines,Online,Annual Silver Plan,366,SINGAPORE,216.0,54.0,49,1
7961,C2B,Airlines,Online,Silver Plan,14,SINGAPORE,62.0,15.5,26,1
2043,KML,Travel Agency,Online,Value Plan,24,INDONESIA,28.0,10.64,48,0
5327,C2B,Airlines,Online,Silver Plan,24,SINGAPORE,82.46089777649325,20.61793659227452,31,1
6011,C2B,Airlines,Online,Annual Silver Plan,386,SINGAPORE,252.85,63.21,33,0
2609,C2B,Airlines,Online,Silver Plan,27,SINGAPORE,86.4,21.6,30,0
5325,JZI,Airlines,Online,Basic Plan,53,NEPAL,55.0,19.25,64,0
8991,C2B,Airlines,Online,Annual Silver Plan,391,SINGAPORE,161.0,40.25,64,0
2369,EPX,Travel Agency,Online,Cancellation Plan,64,PHILIPPINES,101.0,0.0,36,0
4059,EPX,Travel Agency,Online,Cancellation Plan,4,SINGAPORE,10.0,0.0,48,0
6846,EPX,Travel Agency,Online,Cancellation Plan,41,CHINA,13.0,0.0,36,0
2331,EPX,Travel Agency,Online,Cancellation Plan,8,CHINA,13.0,0.0,26,0
4697,EPX,Travel Agency,Online,Cancellation Plan,18,MALAYSIA,10.0,0.0,36,0
5881,EPX,Travel Agency,Online,2 way Comprehensive Plan,79,MALAYSIA,20.0,0.0,22,0
4110,JZI,Airlines,Online,Basic Plan,4,HONG KONG,26.0,9.1,44,0
7680,JZI,Airlines,Online,Basic Plan,17,HONG KONG,26.0,9.1,48,0
6967,JZI,Airlines,Online,Basic Plan,35,CHINA,26.0,9.1,41,1
7049,C2B,Airlines,Online,Annual Gold Plan,376,SINGAPORE,333.0,83.25,36,0
9406,C2B,Airlines,Online,Silver Plan,3,SINGAPORE,18.5,4.63,52,0
3974,EPX,Travel Agency,Online,2 way Comprehensive Plan,16,MALAYSIA,20.0,0.0,36,0
4482,C2B,Airlines,Online,Silver Plan,13,SINGAPORE,75.56270638688902,18.887616843072546,31,1
8915,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,75,GERMANY,158.4,95.04,50,0
6184,C2B,Airlines,Online,Bronze Plan,38,SINGAPORE,30.143984348442498,7.53843372496265,28,1
9497,EPX,Travel Agency,Online,Cancellation Plan,20,"KOREA, REPUBLIC OF",29.0,0.0,44,0
3833,EPX,Travel Agency,Online,2 way Comprehensive Plan,20,THAILAND,35.0,0.0,36,0
5807,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,3,SINGAPORE,29.7,17.82,31,0
3108,EPX,Travel Agency,Online,Cancellation Plan,46,PHILIPPINES,14.0,0.0,36,0
6092,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,16,MALAYSIA,36.416424003386496,21.849854402031887,28,1
4090,EPX,Travel Agency,Online,Cancellation Plan,15,CHINA,34.0,0.0,35,0
3231,C2B,Airlines,Online,Annual Silver Plan,395,SINGAPORE,282.44224841445936,70.61093704617524,27,1
2918,EPX,Travel Agency,Online,Cancellation Plan,21,MALAYSIA,10.0,0.0,49,0
7216,EPX,Travel Agency,Online,1 way Comprehensive Plan,2,SINGAPORE,21.0,0.0,36,0
2473,EPX,Travel Agency,Online,2 way Comprehensive Plan,36,THAILAND,22.0,0.0,27,0
4553,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,43,ICELAND,118.8,71.28,31,0
4643,EPX,Travel Agency,Online,Cancellation Plan,15,THAILAND,40.0,0.0,35,0
4371,C2B,Airlines,Online,Annual Silver Plan,392,SINGAPORE,0.0,63.21,41,0
2925,EPX,Travel Agency,Online,Cancellation Plan,1,SINGAPORE,11.0,0.0,36,0
2408,C2B,Airlines,Online,Bronze Plan,30,SINGAPORE,0.0,13.38,28,0
8859,EPX,Travel Agency,Online,Cancellation Plan,12,CHINA,24.0,0.0,36,0
4021,JZI,Airlines,Online,Basic Plan,7,INDONESIA,22.0,7.7,53,0
2848,EPX,Travel Agency,Online,Cancellation Plan,10,SINGAPORE,43.0,0.0,35,0
5428,EPX,Travel Agency,Online,Cancellation Plan,137,PHILIPPINES,50.0,0.0,36,0
3857,JZI,Airlines,Online,Basic Plan,2,CHINA,22.0,7.7,34,0
5354,SSI,Airlines,Online,Ticket Protector,29,SINGAPORE,4.63,1.3,48,0
5985,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,12,THAILAND,49.5,29.7,50,0
5343,C2B,Airlines,Online,Silver Plan,14,SINGAPORE,29.5,7.38,30,1
5752,EPX,Travel Agency,Online,Cancellation Plan,48,INDONESIA,10.0,0.0,36,0
9994,EPX,Travel Agency,Online,2 way Comprehensive Plan,29,AUSTRALIA,45.0,0.0,36,0
4539,EPX,Travel Agency,Online,Cancellation Plan,6,INDIA,23.0,0.0,27,0
2957,EPX,Travel Agency,Online,1 way Comprehensive Plan,8,INDONESIA,20.0,0.0,36,0
7550,EPX,Travel Agency,Online,Cancellation Plan,48,HONG KONG,15.0,0.0,36,0
5797,C2B,Airlines,Online,Bronze Plan,31,SINGAPORE,40.0,10.0,28,0
6337,EPX,Travel Agency,Online,2 way Comprehensive Plan,76,THAILAND,28.0,0.0,36,0
4071,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,18,MALAYSIA,29.7,17.82,45,0
3597,EPX,Travel Agency,Online,Cancellation Plan,4,MALAYSIA,17.0,0.0,29,0
7599,EPX,Travel Agency,Online,Cancellation Plan,28,CHINA,22.0,0.0,36,0
3042,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,12,MALAYSIA,39.6,23.76,26,0
4759,EPX,Travel Agency,Online,2 way Comprehensive Plan,103,UNITED KINGDOM,-63.0,0.0,22,0
6844,C2B,Airlines,Online,Bronze Plan,121,SINGAPORE,33.5,8.38,62,0
8425,EPX,Travel Agency,Online,2 way Comprehensive Plan,35,SINGAPORE,20.0,0.0,36,0
6279,TST,Travel Agency,Offline,Travel Cruise Protect,8,THAILAND,30.0,10.5,57,0
2712,EPX,Travel Agency,Online,Cancellation Plan,168,JAPAN,0.0,0.0,36,0
8815,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,76,AUSTRALIA,39.6,23.76,39,0
3348,C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,21.0,5.25,32,0
4126,C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,26.52726127943913,6.636542707065392,27,1
3362,EPX,Travel Agency,Online,Cancellation Plan,38,SINGAPORE,67.0,0.0,36,0
3387,EPX,Travel Agency,Online,Cancellation Plan,13,MALAYSIA,12.0,0.0,36,0
8772,EPX,Travel Agency,Online,2 way Comprehensive Plan,82,PHILIPPINES,42.00776384487172,0.0,36,1
3028,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,6,JAPAN,29.7,17.82,46,0
9768,JWT,Airlines,Online,Value Plan,27,INDIA,62.0,24.8,118,0
4887,EPX,Travel Agency,Online,2 way Comprehensive Plan,90,JAPAN,46.0,0.0,36,1
8706,EPX,Travel Agency,Online,2 way Comprehensive Plan,79,HONG KONG,23.0,0.0,36,0
3969,EPX,Travel Agency,Online,Cancellation Plan,18,SINGAPORE,40.0,0.0,36,0
6486,JZI,Airlines,Online,Basic Plan,7,THAILAND,22.0,7.7,54,0
6654,EPX,Travel Agency,Online,2 way Comprehensive Plan,59,LAO PEOPLE'S DEMOCRATIC REPUBLIC,62.0,0.0,36,0
9821,EPX,Travel Agency,Online,Cancellation Plan,4,THAILAND,11.0,0.0,28,0
9701,EPX,Travel Agency,Online,Cancellation Plan,10,VIET NAM,25.0,0.0,36,0
5981,C2B,Airlines,Online,Silver Plan,15,SINGAPORE,62.0,15.5,53,0
6845,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,31,THAILAND,29.7,17.82,44,0
2121,EPX,Travel Agency,Online,2 way Comprehensive Plan,26,"TAIWAN, PROVINCE OF CHINA",22.0,0.0,36,0
7979,LWC,Travel Agency,Online,Annual Travel Protect Gold,373,UNITED STATES,251.79114039512055,163.6642412568284,29,1
6107,JZI,Airlines,Online,Basic Plan,7,MALAYSIA,22.0,7.7,40,0
2114,C2B,Airlines,Online,Bronze Plan,109,SINGAPORE,167.65038514769654,51.05496690691296,31,1
5168,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,79,AUSTRALIA,59.4,35.64,36,0
2958,JZI,Airlines,Online,Basic Plan,8,CHINA,36.89001322198942,12.911504627696294,45,1
3805,EPX,Travel Agency,Online,1 way Comprehensive Plan,3,SINGAPORE,112.0,0.0,36,0
9539,EPX,Travel Agency,Online,Cancellation Plan,26,MALAYSIA,10.0,0.0,21,0
2623,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,27,THAILAND,0.0,17.82,46,0
6177,EPX,Travel Agency,Online,2 way Comprehensive Plan,58,JAPAN,74.0,0.0,36,0
2166,C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,17.862214479324905,4.465553619831226,30,1
2613,C2B,Airlines,Online,Silver Plan,16,SINGAPORE,67.8,16.95,59,0
6937,CCR,Travel Agency,Offline,Comprehensive Plan,10,MALAYSIA,29.0,9.57,30,0
9064,C2B,Airlines,Online,Bronze Plan,3,SINGAPORE,24.79208025013366,6.199219826503612,39,1
7572,EPX,Travel Agency,Online,2 way Comprehensive Plan,35,CHINA,36.0,0.0,36,0
2898,EPX,Travel Agency,Online,Cancellation Plan,13,THAILAND,22.0,0.0,36,0
8670,EPX,Travel Agency,Online,Cancellation Plan,3,MALAYSIA,10.0,0.0,36,0
5126,C2B,Airlines,Online,Bronze Plan,18,SINGAPORE,39.0,9.75,33,0
3648,JZI,Airlines,Online,Basic Plan,6,MALAYSIA,18.0,6.3,35,0
8544,EPX,Travel Agency,Online,2 way Comprehensive Plan,60,ITALY,51.0,0.0,26,0
8420,EPX,Travel Agency,Online,Cancellation Plan,16,CHINA,21.0,0.0,36,0
6340,EPX,Travel Agency,Online,Cancellation Plan,183,SPAIN,15.0,0.0,36,0
7885,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,12,MALAYSIA,19.8,11.88,58,0
3129,EPX,Travel Agency,Online,1 way Comprehensive Plan,1,INDIA,20.0,0.0,33,0
5923,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,7,MALAYSIA,19.8,11.88,47,0
9262,EPX,Travel Agency,Online,2 way Comprehensive Plan,7,VIET NAM,23.0,0.0,35,0
7546,EPX,Travel Agency,Online,Cancellation Plan,1,SINGAPORE,10.0,0.0,38,0
3191,C2B,Airlines,Online,Annual Silver Plan,377,SINGAPORE,216.0,54.0,38,1
7850,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,52,AUSTRALIA,79.2,47.52,31,1
3243,EPX,Travel Agency,Online,2 way Comprehensive Plan,34,UNITED STATES,165.0,0.0,67,0
7234,EPX,Travel Agency,Online,Cancellation Plan,98,PHILIPPINES,15.0,0.0,36,0
3590,C2B,Airlines,Online,Annual Silver Plan,368,SINGAPORE,216.0,54.0,36,1
8195,EPX,Travel Agency,Online,Cancellation Plan,8,SINGAPORE,12.0,0.0,36,0
3259,EPX,Travel Agency,Online,Cancellation Plan,4,SINGAPORE,10.0,0.0,36,0
2474,EPX,Travel Agency,Online,1 way Comprehensive Plan,1,MALAYSIA,20.0,0.0,36,0
5880,C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,16.0,4.0,33,0
8274,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,49,AUSTRALIA,79.2,47.52,40,1
7361,EPX,Travel Agency,Online,Cancellation Plan,51,UNITED STATES,-12.0,0.0,53,0
8365,EPX,Travel Agency,Online,Cancellation Plan,69,PHILIPPINES,12.0,0.0,30,0
5600,EPX,Travel Agency,Online,1 way Comprehensive Plan,2,INDONESIA,20.0,0.0,31,0
3519,EPX,Travel Agency,Online,2 way Comprehensive Plan,17,GERMANY,112.0,0.0,36,0
9971,C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,20.0,5.0,37,0
2037,C2B,Airlines,Online,Bronze Plan,36,SINGAPORE,16.0,4.0,30,0
3019,JZI,Airlines,Online,Basic Plan,108,PHILIPPINES,22.0,7.7,27,0
9222,JZI,Airlines,Online,Basic Plan,30,PHILIPPINES,22.0,7.7,32,0
2222,EPX,Travel Agency,Online,Cancellation Plan,2,SINGAPORE,10.0,0.0,27,0
4400,EPX,Travel Agency,Online,Cancellation Plan,15,SINGAPORE,14.0,0.0,36,0
7407,EPX,Travel Agency,Online,2 way Comprehensive Plan,63,PHILIPPINES,50.73638979005005,0.0,36,1
6171,EPX,Travel Agency,Online,2 way Comprehensive Plan,19,CHINA,42.0,0.0,36,0
6195,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,3,CYPRUS,19.8,11.88,43,0
2692,C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,47.0,11.75,34,1
6887,EPX,Travel Agency,Online,Cancellation Plan,2,INDIA,23.0,0.0,36,0
2440,EPX,Travel Agency,Online,Cancellation Plan,9,INDONESIA,34.0,0.0,36,0
4091,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,33,AUSTRALIA,49.5,29.7,29,0
8344,EPX,Travel Agency,Online,1 way Comprehensive Plan,47,UNITED STATES,54.23952166635315,0.0,36,1
5281,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,106,ITALY,178.2,106.92,55,0
8811,EPX,Travel Agency,Online,1 way Comprehensive Plan,6,VIET NAM,21.0,0.0,36,0
7740,EPX,Travel Agency,Online,2 way Comprehensive Plan,172,JAPAN,29.929161403388363,0.0,36,1
7210,EPX,Travel Agency,Online,Cancellation Plan,45,THAILAND,10.0,0.0,36,0
6993,C2B,Airlines,Online,Silver Plan,8,SINGAPORE,59.0,14.75,41,0
3645,C2B,Airlines,Online,Bronze Plan,36,SINGAPORE,26.5,6.63,33,0
